text,label
"Subject: Guarantee click money !!!
From: promo@spammy.com
To: user@example.com

Loan unsubscribe win money win offer cheap unsubscribe winner win prize loan win unsubscribe win free money buy cheap guarantee prize $281 http://bit.ly/890.",1
"Subject: Reminder
From: promo@company.com
To: user@example.com

Notes discussion family schedule thanks budget project lunch tonight meeting proposal report tonight team discussion project reminder thanks budget discussion tonight thanks attached.",0
"Subject: Notes proposal attached
From: promo@company.com
To: user@example.com

Proposal lunch regards proposal discussion discussion notes update family schedule notes budget tonight tonight regards report invoice meeting thanks regards.",0
"Subject: Promotion
From: promo@spammy.com
To: user@example.com

Offer cheap unsubscribe prize winner buy urgent unsubscribe loan promotion promotion promotion click winner promotion win click $812 http://bit.ly/770 click here now.",1
"Subject: Winner promotion offer !!!
From: promo@spammy.com
To: user@example.com

Click congratulations click credit cheap winner promotion risk-free buy win buy credit money prize congratulations risk-free loan offer click congratulations unsubscribe unsubscribe free.",1
"Subject: Budget schedule attached
From: promo@company.com
To: user@example.com

Tonight budget notes notes schedule tonight discussion reminder tonight team project report regards schedule lunch invoice regards reminder invoice update schedule thanks family meeting please see attached thanks regards.",0
"Subject: Tonight attached reminder
From: promo@company.com
To: user@example.com

Team tonight budget schedule meeting notes project proposal invoice project notes family reminder thanks project thanks invoice project budget proposal discussion thanks regards.",0
"Subject: Promotion !!!
From: promo@spammy.com
To: user@example.com

Promotion promotion urgent congratulations prize winner limit offer risk-free congratulations offer loan $505 http://bit.ly/216.",1
"Subject: Risk-free congratulations guarantee !!!
From: promo@spammy.com
To: user@example.com

Cheap money credit promotion cheap free click buy win unsubscribe win promotion cheap congratulations click urgent credit guarantee promotion $364 http://bit.ly/156 click here now.",1
"Subject: Congratulations loan !!!
From: promo@spammy.com
To: user@example.com

Click money loan free offer loan loan buy winner loan prize click here now.",1
"Subject: Offer
From: promo@spammy.com
To: user@example.com

Urgent winner guarantee buy click buy winner limit prize win click credit free congratulations $799 http://bit.ly/663.",1
"Subject: Thanks
From: promo@company.com
To: user@example.com

Project discussion reminder reminder meeting attached thanks thanks notes thanks proposal regards update invoice attached thanks notes reminder report meeting tonight schedule thanks schedule please see attached.",0
"Subject: Promotion !!!
From: promo@spammy.com
To: user@example.com

Guarantee win credit limit money winner free win cheap promotion guarantee money winner click credit cheap risk-free offer urgent credit cheap $127 http://bit.ly/714 click here now.",1
"Subject: Offer
From: promo@spammy.com
To: user@example.com

Loan loan limit promotion guarantee click cheap winner promotion promotion cheap promotion limit click here now.",1
"Subject: Report tonight
From: promo@company.com
To: user@example.com

Team attached regards discussion meeting regards report notes thanks proposal thanks proposal family discussion team report reminder regards meeting proposal schedule discussion reminder schedule family thanks regards.",0
"Subject: Offer free loan
From: promo@spammy.com
To: user@example.com

Free risk-free click win click buy limit money money risk-free risk-free free limit congratulations click win limit urgent money credit offer click guarantee click here now.",1
"Subject: Free
From: promo@spammy.com
To: user@example.com

Urgent winner buy click winner risk-free win promotion loan money winner urgent prize prize urgent $30 http://bit.ly/189 click here now.",1
"Subject: Loan winner guarantee !!!
From: promo@spammy.com
To: user@example.com

Limit promotion guarantee limit click money risk-free money urgent money buy risk-free prize urgent winner limit offer cheap offer limit winner credit credit unsubscribe click here now.",1
"Subject: Money
From: promo@spammy.com
To: user@example.com

Winner offer congratulations free urgent unsubscribe congratulations urgent free guarantee offer offer buy offer urgent money winner $923 http://bit.ly/316 click here now.",1
"Subject: Schedule thanks family
From: promo@company.com
To: user@example.com

Meeting regards notes meeting schedule proposal tonight discussion thanks project report proposal report budget discussion lunch invoice team family update regards meeting thanks team lunch thanks update regards tonight regards thanks regards.",0
"Subject: Unsubscribe
From: promo@spammy.com
To: user@example.com

Prize guarantee unsubscribe free credit prize buy unsubscribe cheap offer click guarantee loan $581 http://bit.ly/999 click here now.",1
"Subject: Team regards
From: promo@company.com
To: user@example.com

Budget schedule thanks report report discussion project attached lunch update tonight schedule report thanks regards.",0
"Subject: Loan cheap
From: promo@spammy.com
To: user@example.com

Win promotion urgent offer credit cheap unsubscribe win money loan buy guarantee money urgent credit risk-free win.",1
"Subject: Report discussion team
From: promo@company.com
To: user@example.com

Regards report notes regards schedule reminder schedule team report notes report reminder meeting thanks project notes thanks proposal thanks report project report report team lunch thanks attached discussion.",0
"Subject: Offer buy unsubscribe
From: promo@spammy.com
To: user@example.com

Risk-free winner limit credit buy click buy unsubscribe guarantee click loan loan prize buy congratulations promotion win money offer $925 http://bit.ly/193 click here now.",1
"Subject: Project update
From: promo@company.com
To: user@example.com

Proposal meeting discussion family family tonight notes notes schedule report meeting family notes family family schedule notes schedule budget report team.",0
"Subject: Cheap money loan !!!
From: promo@spammy.com
To: user@example.com

Free money unsubscribe win unsubscribe click cheap cheap money risk-free offer free free cheap click cheap money winner $852 http://bit.ly/654.",1
"Subject: Win offer limit !!!
From: promo@spammy.com
To: user@example.com

Buy cheap loan limit free offer free buy limit money unsubscribe click urgent winner click here now.",1
"Subject: Urgent winner promotion
From: promo@spammy.com
To: user@example.com

Congratulations free click money cheap credit prize buy win click cheap congratulations money cheap unsubscribe guarantee credit risk-free congratulations unsubscribe money.",1
"Subject: Reminder
From: promo@company.com
To: user@example.com

Reminder budget team reminder family family schedule team reminder meeting invoice discussion attached meeting regards discussion tonight project attached invoice budget proposal regards update reminder tonight.",0
"Subject: Invoice discussion meeting
From: promo@company.com
To: user@example.com

Thanks invoice team notes team team reminder meeting team notes budget schedule proposal report attached discussion proposal budget invoice tonight invoice.",0
"Subject: Money prize promotion
From: promo@spammy.com
To: user@example.com

Cheap credit click guarantee loan free loan unsubscribe cheap guarantee unsubscribe money buy.",1
"Subject: Money
From: promo@spammy.com
To: user@example.com

Guarantee money unsubscribe urgent buy prize loan risk-free risk-free congratulations offer urgent loan money risk-free congratulations prize unsubscribe guarantee buy unsubscribe loan click $732 http://bit.ly/602 click here now.",1
"Subject: Limit risk-free
From: promo@spammy.com
To: user@example.com

Credit promotion click credit money promotion offer money win cheap buy cheap $870 http://bit.ly/186 click here now.",1
"Subject: Congratulations
From: promo@spammy.com
To: user@example.com

Money winner congratulations credit win buy risk-free guarantee prize guarantee loan urgent limit promotion win free buy prize unsubscribe promotion free buy $653 http://bit.ly/709 click here now.",1
"Subject: Thanks reminder budget
From: promo@company.com
To: user@example.com

Attached thanks project lunch reminder reminder invoice team budget invoice report please see attached.",0
"Subject: Congratulations unsubscribe
From: promo@spammy.com
To: user@example.com

Loan risk-free cheap risk-free urgent buy win credit risk-free risk-free money congratulations click urgent promotion $289 http://bit.ly/800 click here now.",1
"Subject: Risk-free money !!!
From: promo@spammy.com
To: user@example.com

Guarantee urgent urgent click congratulations win promotion click offer offer urgent win guarantee win guarantee offer cheap buy urgent free winner $492 http://bit.ly/884 click here now.",1
"Subject: Schedule
From: promo@company.com
To: user@example.com

Notes meeting team regards discussion tonight tonight attached lunch please see attached thanks regards.",0
"Subject: Promotion credit !!!
From: promo@spammy.com
To: user@example.com

Risk-free guarantee prize offer unsubscribe credit risk-free loan win unsubscribe click win unsubscribe promotion winner.",1
"Subject: Notes regards project
From: promo@company.com
To: user@example.com

Update regards attached update reminder family schedule attached thanks family please see attached.",0
"Subject: Thanks regards
From: promo@company.com
To: user@example.com

Family family invoice budget attached regards reminder invoice meeting thanks.",0
"Subject: Proposal lunch
From: promo@company.com
To: user@example.com

Notes regards thanks tonight tonight update tonight attached notes lunch project lunch lunch regards update report reminder family meeting family invoice lunch attached report project lunch tonight report schedule tonight please see attached.",0
"Subject: Tonight
From: promo@company.com
To: user@example.com

Update schedule invoice regards tonight lunch family family project report update family meeting budget team project thanks discussion invoice lunch tonight schedule budget thanks regards thanks regards.",0
"Subject: Team attached
From: promo@company.com
To: user@example.com

Report proposal budget schedule thanks meeting tonight tonight lunch proposal reminder.",0
"Subject: Risk-free credit buy
From: promo@spammy.com
To: user@example.com

Limit buy guarantee congratulations winner money buy guarantee congratulations winner free unsubscribe unsubscribe buy congratulations guarantee unsubscribe winner urgent promotion free limit risk-free winner free $987 http://bit.ly/685 click here now.",1
"Subject: Schedule
From: promo@company.com
To: user@example.com

Proposal schedule lunch tonight lunch thanks proposal report budget schedule update tonight invoice team.",0
"Subject: Report family project
From: promo@company.com
To: user@example.com

Family invoice report schedule schedule regards schedule lunch family notes tonight team proposal family meeting schedule family meeting reminder schedule thanks budget notes team.",0
"Subject: Money congratulations
From: promo@spammy.com
To: user@example.com

Click congratulations buy guarantee prize money unsubscribe money winner offer credit risk-free click prize offer loan risk-free risk-free congratulations win unsubscribe risk-free promotion click here now.",1
"Subject: Schedule
From: promo@company.com
To: user@example.com

Regards notes project lunch discussion project attached reminder attached project thanks notes invoice budget reminder notes tonight notes discussion proposal meeting report lunch update budget schedule meeting tonight lunch notes.",0
"Subject: Team lunch
From: promo@company.com
To: user@example.com

Attached invoice thanks project meeting proposal notes budget lunch tonight invoice project.",0
"Subject: Notes
From: promo@company.com
To: user@example.com

Family report thanks meeting thanks attached budget notes thanks project.",0
"Subject: Winner limit
From: promo@spammy.com
To: user@example.com

Congratulations congratulations click offer cheap buy urgent urgent congratulations loan money cheap loan win guarantee.",1
"Subject: Regards thanks
From: promo@company.com
To: user@example.com

Lunch meeting budget family team reminder project attached invoice attached attached regards tonight reminder proposal proposal notes lunch report notes meeting notes team project update team proposal discussion team update please see attached thanks regards.",0
"Subject: Discussion project
From: promo@company.com
To: user@example.com

Notes report meeting family regards regards team attached discussion regards regards update proposal update family update regards lunch discussion regards proposal lunch reminder update update team.",0
"Subject: Money
From: promo@spammy.com
To: user@example.com

Credit offer win money guarantee promotion offer credit promotion offer congratulations cheap credit money $802 http://bit.ly/779.",1
"Subject: Family
From: promo@company.com
To: user@example.com

Budget thanks budget regards schedule report lunch report reminder attached tonight attached family budget reminder budget notes attached update reminder family attached invoice lunch please see attached thanks regards.",0
"Subject: Lunch project
From: promo@company.com
To: user@example.com

Tonight report budget family tonight discussion family notes budget thanks invoice attached invoice lunch proposal please see attached.",0
"Subject: Family regards
From: promo@company.com
To: user@example.com

Family project regards project notes invoice lunch lunch notes tonight family regards discussion reminder team notes reminder update lunch regards budget meeting thanks regards.",0
"Subject: Schedule
From: promo@company.com
To: user@example.com

Reminder report meeting regards family invoice notes report family project family.",0
"Subject: Buy guarantee loan
From: promo@spammy.com
To: user@example.com

Money limit click credit win winner credit limit win win free click here now.",1
"Subject: Offer congratulations
From: promo@spammy.com
To: user@example.com

Congratulations limit offer promotion winner cheap click offer win click prize offer credit offer guarantee risk-free congratulations offer loan urgent win $221 http://bit.ly/504.",1
"Subject: Project report
From: promo@company.com
To: user@example.com

Thanks thanks discussion tonight invoice notes thanks discussion tonight meeting proposal team proposal proposal regards team notes notes update team thanks invoice team attached schedule project report please see attached.",0
"Subject: Risk-free urgent !!!
From: promo@spammy.com
To: user@example.com

Win money promotion win urgent cheap credit risk-free loan risk-free money winner urgent cheap prize loan click winner buy congratulations cheap loan $292 http://bit.ly/734 click here now.",1
"Subject: Reminder budget update
From: promo@company.com
To: user@example.com

Update lunch invoice tonight discussion update meeting meeting family regards lunch discussion report team lunch regards attached notes schedule team discussion report project meeting update regards team meeting reminder thanks regards.",0
"Subject: Tonight notes
From: promo@company.com
To: user@example.com

Invoice project meeting meeting project family lunch invoice lunch family proposal lunch schedule budget lunch attached project tonight tonight proposal tonight lunch lunch lunch proposal notes thanks regards.",0
"Subject: Credit congratulations cheap
From: promo@spammy.com
To: user@example.com

Prize guarantee limit unsubscribe cheap win promotion promotion congratulations guarantee urgent money congratulations cheap limit credit offer prize risk-free limit.",1
"Subject: Promotion !!!
From: promo@spammy.com
To: user@example.com

Promotion credit unsubscribe buy win win winner offer money unsubscribe credit winner promotion urgent money loan.",1
"Subject: Proposal
From: promo@company.com
To: user@example.com

Thanks update proposal attached report budget tonight regards meeting invoice report discussion schedule schedule tonight thanks notes meeting schedule.",0
"Subject: Invoice schedule team
From: promo@company.com
To: user@example.com

Reminder update budget family thanks reminder thanks schedule discussion update discussion notes regards budget reminder reminder lunch proposal discussion invoice lunch team discussion thanks update please see attached thanks regards.",0
"Subject: Unsubscribe cheap urgent
From: promo@spammy.com
To: user@example.com

Click cheap winner free win click win urgent guarantee prize credit unsubscribe click offer loan click $800 http://bit.ly/844 click here now.",1
"Subject: Urgent
From: promo@spammy.com
To: user@example.com

Free promotion unsubscribe loan credit risk-free loan click cheap credit click here now.",1
"Subject: Risk-free !!!
From: promo@spammy.com
To: user@example.com

Free unsubscribe offer risk-free urgent money click congratulations winner guarantee guarantee limit offer money winner prize prize free congratulations winner click here now.",1
"Subject: Project report
From: promo@company.com
To: user@example.com

Invoice notes update proposal team discussion team reminder regards family proposal notes lunch budget thanks report thanks family family schedule attached discussion thanks notes regards thanks please see attached thanks regards.",0
"Subject: Meeting update lunch
From: promo@company.com
To: user@example.com

Report discussion notes schedule update invoice proposal reminder family please see attached.",0
"Subject: Prize urgent !!!
From: promo@spammy.com
To: user@example.com

Prize unsubscribe click limit free buy unsubscribe risk-free prize offer limit risk-free win win $806 http://bit.ly/504.",1
"Subject: Schedule meeting
From: promo@company.com
To: user@example.com

Notes invoice schedule attached regards tonight regards tonight invoice notes thanks schedule reminder proposal invoice meeting attached team reminder meeting family.",0
"Subject: Buy !!!
From: promo@spammy.com
To: user@example.com

Credit congratulations click offer buy money winner win loan loan click loan cheap risk-free congratulations money unsubscribe loan promotion click here now.",1
"Subject: Free congratulations winner !!!
From: promo@spammy.com
To: user@example.com

Promotion cheap money free unsubscribe prize offer unsubscribe urgent free unsubscribe risk-free $264 http://bit.ly/752.",1
"Subject: Family thanks
From: promo@company.com
To: user@example.com

Project project update budget meeting thanks invoice discussion thanks regards.",0
"Subject: Reminder tonight notes
From: promo@company.com
To: user@example.com

Lunch attached family thanks notes schedule reminder invoice team family schedule family budget tonight report thanks tonight meeting project schedule meeting discussion schedule budget lunch please see attached thanks regards.",0
"Subject: Team meeting reminder
From: promo@company.com
To: user@example.com

Discussion team invoice invoice invoice team thanks report tonight attached budget budget family project budget thanks meeting schedule.",0
"Subject: Unsubscribe money cheap !!!
From: promo@spammy.com
To: user@example.com

Money prize money promotion offer urgent loan guarantee win buy buy risk-free credit loan money loan loan loan click winner promotion promotion $241 http://bit.ly/281 click here now.",1
"Subject: Discussion update team
From: promo@company.com
To: user@example.com

Proposal tonight discussion family family attached meeting family team reminder discussion team attached proposal tonight team thanks regards.",0
"Subject: Credit limit guarantee
From: promo@spammy.com
To: user@example.com

Winner win unsubscribe money offer guarantee cheap loan cheap cheap prize money urgent $709 http://bit.ly/690 click here now.",1
"Subject: Meeting tonight
From: promo@company.com
To: user@example.com

Meeting attached proposal tonight team regards meeting reminder regards regards report team notes team schedule attached budget discussion invoice notes team team budget reminder tonight meeting.",0
"Subject: Lunch thanks
From: promo@company.com
To: user@example.com

Invoice update team discussion budget schedule discussion meeting reminder lunch tonight project update report notes please see attached.",0
"Subject: Attached
From: promo@company.com
To: user@example.com

Project report budget lunch discussion report update lunch family meeting reminder thanks meeting team.",0
"Subject: Reminder meeting thanks
From: promo@company.com
To: user@example.com

Tonight project tonight attached reminder discussion update schedule attached lunch thanks meeting discussion team lunch attached discussion tonight attached discussion tonight schedule proposal notes regards attached meeting please see attached thanks regards.",0
"Subject: Risk-free
From: promo@spammy.com
To: user@example.com

Click offer promotion buy prize buy win money unsubscribe offer limit unsubscribe limit win free click money prize prize guarantee click here now.",1
"Subject: Update thanks regards
From: promo@company.com
To: user@example.com

Proposal regards notes attached invoice attached invoice budget attached report discussion schedule discussion discussion.",0
"Subject: Guarantee
From: promo@spammy.com
To: user@example.com

Buy prize win free free money win win buy loan free urgent cheap winner risk-free prize prize loan promotion winner guarantee cheap $288 http://bit.ly/168 click here now.",1
"Subject: Lunch project schedule
From: promo@company.com
To: user@example.com

Reminder project invoice notes meeting schedule report thanks update lunch report meeting team reminder invoice budget.",0
"Subject: Tonight
From: promo@company.com
To: user@example.com

Update tonight proposal project lunch attached reminder thanks please see attached thanks regards.",0
"Subject: Money congratulations
From: promo@spammy.com
To: user@example.com

Click offer winner promotion limit limit winner credit win cheap promotion money urgent unsubscribe.",1
"Subject: Credit !!!
From: promo@spammy.com
To: user@example.com

Win guarantee prize promotion cheap click loan unsubscribe urgent win click credit free urgent $175 http://bit.ly/707.",1
"Subject: Credit money free !!!
From: promo@spammy.com
To: user@example.com

Congratulations credit winner money unsubscribe risk-free urgent congratulations urgent loan winner congratulations buy free money urgent $431 http://bit.ly/262 click here now.",1
"Subject: Risk-free
From: promo@spammy.com
To: user@example.com

Loan free credit unsubscribe unsubscribe risk-free promotion click risk-free offer congratulations urgent guarantee click free buy credit $321 http://bit.ly/737.",1
"Subject: Thanks
From: promo@company.com
To: user@example.com

Invoice tonight reminder thanks family budget team notes team notes update regards lunch budget notes notes project invoice team.",0
"Subject: Attached meeting project
From: promo@company.com
To: user@example.com

Thanks invoice invoice project team reminder thanks proposal discussion project lunch project meeting reminder update meeting regards thanks lunch discussion proposal.",0
"Subject: Free
From: promo@spammy.com
To: user@example.com

Promotion free free buy winner urgent guarantee offer unsubscribe win win winner click.",1
"Subject: Risk-free urgent
From: promo@spammy.com
To: user@example.com

Prize money credit guarantee unsubscribe credit buy offer offer loan congratulations congratulations winner cheap guarantee win free offer risk-free click here now.",1
"Subject: Update meeting
From: promo@company.com
To: user@example.com

Thanks project update update thanks notes reminder team reminder.",0
"Subject: Risk-free guarantee !!!
From: promo@spammy.com
To: user@example.com

Buy credit win risk-free free click offer urgent prize loan winner offer unsubscribe congratulations click money credit buy click money $293 http://bit.ly/427.",1
"Subject: Family notes proposal
From: promo@company.com
To: user@example.com

Invoice thanks tonight report discussion discussion schedule report meeting invoice lunch lunch budget thanks meeting proposal reminder schedule report family invoice lunch notes attached please see attached.",0
"Subject: Offer !!!
From: promo@spammy.com
To: user@example.com

Risk-free offer prize congratulations buy congratulations urgent winner unsubscribe buy guarantee win money unsubscribe credit loan click prize credit loan $359 http://bit.ly/502 click here now.",1
"Subject: Buy credit risk-free
From: promo@spammy.com
To: user@example.com

Buy limit congratulations risk-free promotion winner winner click unsubscribe unsubscribe cheap win loan click.",1
"Subject: Guarantee !!!
From: promo@spammy.com
To: user@example.com

Guarantee buy urgent prize risk-free offer click unsubscribe credit prize click click guarantee offer promotion prize guarantee loan guarantee credit risk-free loan click prize guarantee $456 http://bit.ly/174 click here now.",1
"Subject: Money
From: promo@spammy.com
To: user@example.com

Limit cheap credit money urgent winner free free unsubscribe win risk-free win promotion win win risk-free promotion offer winner win free prize click here now.",1
"Subject: Tonight schedule invoice
From: promo@company.com
To: user@example.com

Notes tonight lunch attached reminder attached thanks regards schedule discussion tonight reminder update proposal notes notes tonight proposal regards attached please see attached.",0
"Subject: Team
From: promo@company.com
To: user@example.com

Thanks project meeting notes attached thanks budget family project report report reminder please see attached.",0
"Subject: Meeting reminder schedule
From: promo@company.com
To: user@example.com

Update proposal attached update notes update schedule lunch proposal update report invoice schedule tonight lunch meeting reminder attached regards invoice please see attached.",0
"Subject: Project
From: promo@company.com
To: user@example.com

Family reminder tonight update tonight reminder proposal lunch regards attached budget notes report budget meeting meeting tonight team tonight family discussion please see attached.",0
"Subject: Meeting
From: promo@company.com
To: user@example.com

Report tonight thanks invoice update project reminder tonight attached thanks meeting schedule lunch schedule proposal proposal family family notes proposal family proposal attached regards meeting update budget team update.",0
"Subject: Guarantee click limit !!!
From: promo@spammy.com
To: user@example.com

Free free congratulations buy limit promotion winner win winner click prize buy risk-free unsubscribe urgent unsubscribe buy offer money unsubscribe offer unsubscribe $406 http://bit.ly/256 click here now.",1
"Subject: Notes
From: promo@company.com
To: user@example.com

Attached discussion project tonight invoice family reminder meeting project meeting lunch thanks regards.",0
"Subject: Congratulations free !!!
From: promo@spammy.com
To: user@example.com

Credit limit promotion congratulations winner limit credit promotion limit risk-free cheap offer $736 http://bit.ly/655.",1
"Subject: Lunch
From: promo@company.com
To: user@example.com

Attached family lunch notes meeting update discussion reminder family invoice notes discussion discussion team family family meeting project proposal thanks project attached team please see attached thanks regards.",0
"Subject: Discussion
From: promo@company.com
To: user@example.com

Family meeting budget team team budget meeting project thanks notes.",0
"Subject: Reminder regards meeting
From: promo@company.com
To: user@example.com

Schedule lunch budget discussion team update regards discussion discussion discussion notes regards team tonight notes update team regards reminder attached thanks regards.",0
"Subject: Invoice
From: promo@company.com
To: user@example.com

Family report schedule schedule budget proposal update schedule meeting proposal.",0
"Subject: Free congratulations
From: promo@spammy.com
To: user@example.com

Buy urgent limit offer money click win unsubscribe cheap winner click here now.",1
"Subject: Meeting
From: promo@company.com
To: user@example.com

Schedule discussion tonight budget lunch invoice proposal project family proposal update discussion invoice lunch please see attached.",0
"Subject: Invoice budget
From: promo@company.com
To: user@example.com

Meeting budget lunch schedule lunch regards proposal family report notes proposal schedule team meeting report regards invoice lunch schedule notes meeting invoice thanks regards.",0
"Subject: Project
From: promo@company.com
To: user@example.com

Proposal update notes family discussion project lunch meeting thanks regards.",0
"Subject: Risk-free loan
From: promo@spammy.com
To: user@example.com

Guarantee cheap credit money limit click click winner win credit offer winner unsubscribe risk-free urgent urgent promotion urgent unsubscribe click here now.",1
"Subject: Attached tonight budget
From: promo@company.com
To: user@example.com

Reminder schedule budget schedule schedule thanks reminder meeting meeting thanks regards.",0
"Subject: Limit prize
From: promo@spammy.com
To: user@example.com

Cheap money urgent click click credit buy money offer loan cheap risk-free click unsubscribe urgent loan congratulations promotion cheap risk-free guarantee click here now.",1
"Subject: Family thanks budget
From: promo@company.com
To: user@example.com

Report tonight project regards invoice discussion lunch proposal report update family reminder budget lunch invoice regards budget report regards thanks regards.",0
"Subject: Reminder lunch
From: promo@company.com
To: user@example.com

Notes tonight invoice schedule thanks proposal proposal lunch report project regards budget reminder budget reminder tonight update schedule team discussion invoice project team please see attached thanks regards.",0
"Subject: Unsubscribe cheap credit
From: promo@spammy.com
To: user@example.com

Buy free money loan urgent winner buy unsubscribe credit cheap win guarantee money click credit urgent guarantee winner limit offer unsubscribe money $339 http://bit.ly/229.",1
"Subject: Update
From: promo@company.com
To: user@example.com

Notes report proposal meeting thanks discussion discussion schedule thanks regards.",0
"Subject: Project regards
From: promo@company.com
To: user@example.com

Team invoice update discussion proposal regards notes schedule proposal team please see attached.",0
"Subject: Tonight
From: promo@company.com
To: user@example.com

Team notes tonight update meeting thanks proposal budget discussion team invoice report budget schedule lunch lunch project thanks budget invoice notes notes reminder budget thanks regards.",0
"Subject: Click unsubscribe prize
From: promo@spammy.com
To: user@example.com

Guarantee win free winner promotion offer buy urgent winner credit unsubscribe click win free $129 http://bit.ly/806.",1
"Subject: Budget tonight
From: promo@company.com
To: user@example.com

Budget update schedule team reminder meeting lunch lunch update schedule update lunch report tonight discussion attached team notes.",0
"Subject: Offer congratulations
From: promo@spammy.com
To: user@example.com

Guarantee prize free free credit promotion click loan buy unsubscribe congratulations promotion offer loan limit limit guarantee guarantee winner congratulations $57 http://bit.ly/536 click here now.",1
"Subject: Meeting update team
From: promo@company.com
To: user@example.com

Schedule tonight thanks update notes thanks regards budget thanks report invoice invoice update report tonight schedule project thanks lunch reminder lunch report reminder.",0
"Subject: Cheap !!!
From: promo@spammy.com
To: user@example.com

Limit winner congratulations free buy credit money unsubscribe urgent click urgent risk-free money money cheap urgent money promotion winner unsubscribe click here now.",1
"Subject: Project proposal budget
From: promo@company.com
To: user@example.com

Thanks proposal proposal invoice report attached project tonight proposal invoice reminder schedule tonight update regards project report discussion attached tonight proposal meeting proposal.",0
"Subject: Unsubscribe click
From: promo@spammy.com
To: user@example.com

Unsubscribe guarantee free winner guarantee loan limit free free offer loan unsubscribe promotion buy cheap free urgent $641 http://bit.ly/559.",1
"Subject: Proposal
From: promo@company.com
To: user@example.com

Lunch thanks reminder thanks invoice thanks regards report reminder schedule notes regards tonight schedule thanks meeting tonight schedule attached notes thanks regards thanks please see attached.",0
"Subject: Win !!!
From: promo@spammy.com
To: user@example.com

Unsubscribe prize click win promotion limit win risk-free loan loan.",1
"Subject: Money cheap
From: promo@spammy.com
To: user@example.com

Promotion prize unsubscribe win money guarantee loan free offer risk-free offer cheap money promotion buy click guarantee click buy click risk-free offer offer $485 http://bit.ly/104 click here now.",1
"Subject: Update meeting
From: promo@company.com
To: user@example.com

Family notes invoice family update reminder thanks attached update family project please see attached.",0
"Subject: Regards report
From: promo@company.com
To: user@example.com

Project team thanks tonight thanks thanks project discussion attached meeting attached attached proposal notes thanks regards.",0
"Subject: Schedule attached team
From: promo@company.com
To: user@example.com

Report tonight team report tonight regards schedule budget regards discussion family thanks team invoice thanks attached report meeting schedule invoice thanks regards.",0
"Subject: Credit risk-free !!!
From: promo@spammy.com
To: user@example.com

Prize limit winner guarantee guarantee congratulations prize money risk-free cheap loan unsubscribe promotion credit cheap guarantee win promotion cheap offer buy urgent money guarantee winner $469 http://bit.ly/706.",1
"Subject: Limit money congratulations
From: promo@spammy.com
To: user@example.com

Offer click promotion loan winner offer limit unsubscribe guarantee unsubscribe money risk-free win promotion.",1
"Subject: Report
From: promo@company.com
To: user@example.com

Report thanks update tonight meeting attached lunch reminder regards project attached update attached notes please see attached.",0
"Subject: Thanks report
From: promo@company.com
To: user@example.com

Regards regards update regards invoice team team project schedule budget family thanks regards.",0
"Subject: Tonight
From: promo@company.com
To: user@example.com

Thanks regards team thanks team project tonight notes budget team attached attached schedule regards lunch lunch update reminder lunch thanks budget meeting meeting lunch.",0
"Subject: Attached invoice update
From: promo@company.com
To: user@example.com

Thanks notes lunch discussion lunch team meeting reminder budget report reminder tonight regards tonight notes family invoice tonight update thanks meeting discussion please see attached thanks regards.",0
"Subject: Tonight budget update
From: promo@company.com
To: user@example.com

Notes team regards invoice update discussion proposal tonight team invoice regards budget invoice reminder proposal attached tonight attached proposal report family meeting team thanks schedule reminder thanks discussion.",0
"Subject: Cheap money win
From: promo@spammy.com
To: user@example.com

Urgent limit cheap prize free loan limit buy click free $628 http://bit.ly/448 click here now.",1
"Subject: Schedule family reminder
From: promo@company.com
To: user@example.com

Regards proposal budget thanks reminder report invoice family thanks family please see attached.",0
"Subject: Winner cheap click
From: promo@spammy.com
To: user@example.com

Click urgent buy congratulations buy win click cheap cheap loan unsubscribe win unsubscribe win offer urgent winner $326 http://bit.ly/371.",1
"Subject: Invoice team thanks
From: promo@company.com
To: user@example.com

Regards schedule update budget update proposal project thanks regards meeting reminder please see attached.",0
"Subject: Buy
From: promo@spammy.com
To: user@example.com

Credit credit cheap buy offer loan click win click cheap congratulations cheap buy prize offer loan offer $508 http://bit.ly/886 click here now.",1
"Subject: Tonight reminder
From: promo@company.com
To: user@example.com

Project reminder proposal update update lunch discussion meeting attached thanks discussion reminder tonight notes discussion project proposal budget update report thanks project update tonight tonight meeting schedule regards please see attached.",0
"Subject: Project
From: promo@company.com
To: user@example.com

Thanks report schedule update report family meeting reminder invoice project project report schedule notes thanks regards discussion update.",0
"Subject: Thanks
From: promo@company.com
To: user@example.com

Update project team lunch invoice project budget meeting schedule update team attached notes invoice family invoice meeting family update invoice attached budget discussion budget budget schedule report project.",0
"Subject: Project
From: promo@company.com
To: user@example.com

Reminder update meeting family reminder reminder attached family regards lunch reminder team reminder thanks regards.",0
"Subject: Congratulations click
From: promo@spammy.com
To: user@example.com

Risk-free unsubscribe free urgent urgent urgent click urgent risk-free click offer congratulations loan click buy urgent promotion win $155 http://bit.ly/729 click here now.",1
"Subject: Proposal
From: promo@company.com
To: user@example.com

Project attached discussion project discussion project reminder thanks thanks regards lunch reminder meeting report invoice notes budget please see attached thanks regards.",0
"Subject: Budget meeting tonight
From: promo@company.com
To: user@example.com

Thanks proposal reminder family invoice team team notes project update please see attached thanks regards.",0
